Title,Project,Date,Artist,Image,Content
[MONO NO AWARE Live in Seoul],무신사개러지,2024-12-22,MONO NO AWARE,media/myarticleimage/image_1104/MONONOAWARELiveinSeoul_2024-12-22.jpg,"[MONO NO AWARE Live in Seoul]
틀에 얽매이지 않는 자유로운 사운드와
위트있는 가사로 사랑받는
일본의 4인조 록밴드
모노노아와레 첫 내한공연
공연 일정: 2024년 12월 22일 일요일 오후 6시
공연 장소: 무신사 개러지
티켓 가격: 전석 스탠딩 77,000 원
티켓 예매: 인터파크"
"𝐛𝐞𝐭𝐜𝐨𝐯𝐞𝐫!! - ""𝐮𝐦𝐚 𝐭𝐨𝐮𝐫 𝟐"" 𝐢𝐧 𝐒𝐞𝐨𝐮𝐥",무신사개러지,2024-12-14,betcover!!,media/myarticleimage/image_1104/_2024-12-14.jpg,"✷ 𝑨𝑷𝑭 𝑪𝑶𝑵𝑪𝑬𝑹𝑻𝑺 𝑷𝑹𝑬𝑺𝑬𝑵𝑻𝑺 ✷
아시안 팝 페스티벌에서 열광적인 반응을 이끌어낸 후, 수많은 팬들이 기다려온 betcover!!의 첫 내한 단독 공연이 확정되었습니다!
아팝페에서 공연한 5명의 멤버들에 더해, 일본에서 뜨거운 주목을 받고 있는 신예 색소폰 연주자 '마츠마루 케이’도 참여한 6인조 밴드 셋으로 찾아옵니다. 더욱 알차고 폭발적인 퍼포먼스를 기대해주세요!
𝐛𝐞𝐭𝐜𝐨𝐯𝐞𝐫!! - ""𝐮𝐦𝐚 𝐭𝐨𝐮𝐫 𝟐"" 𝐢𝐧 𝐒𝐞𝐨𝐮𝐥
➺ 공연일시 : 2024년 12월 14일 (토) 오후6시
➺ 장소 : 홍대 무신사 개러지 (서울특별시 마포구 잔다리로 32 (서문빌딩) B1F)
🎫 𝗧𝗜𝗖𝗞𝗘𝗧
➺ 티켓 가격 : 예매 88,000원
➺ 티켓 오픈 일시 : 10월 18일 (금) 오후2시
➺ 예매처 : 인터파크 티켓
➺ 문의처 : asianpopfestivalkr@GMAIL.COM
────── ✷ ──────
After receiving an enthusiastic response at Asian Pop Festival, the long-awaited Seoul headline debut of betcover!! has been confirmed!
In addition to the 5 members who performed at the festival, the band will be joined by the up-and-coming saxophonist Kei Matsumaru, who has been gaining significant attention in Japan. You can expect an even more enhanced and explosive live performance with this 6 piece band setup, so don’t miss out on this opportunity!
𝐛𝐞𝐭𝐜𝐨𝐯𝐞𝐫!! - ""𝐮𝐦𝐚 𝐭𝐨𝐮𝐫 𝟐"" 𝐢𝐧 𝐒𝐞𝐨𝐮𝐥
➺ 公演日：2024年12月14日 (土)
➺ 会場：ソウル・弘大 musinsa garage
➺ 時間：開場 17:30 / 開演 18:00
🎫 𝗧𝗜𝗖𝗞𝗘𝗧
➺ 料金：前売 88,000 won
➺ 前売チケット取扱：インターパーク http://ticket.interpark.com/
➺ チケット発売日：10月18日 (金) 14:00~
➺ お問い合わせ：asianpopfestivalkr@GMAIL.COM
⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯
betcover!! are:
Jiro Yanase (vocals, guitar)
Riki Hidaka (guitar)
Hayato Yoshida (bass)
Yudai Takasago (drums)
Tsukasa Shirase (keyboards)
Kei Matsumaru (saxophone)
───────────
【 𝑨𝑷𝑭 𝑪𝑶𝑵𝑪𝑬𝑹𝑻𝑺 𝑷𝑹𝑬𝑺𝑬𝑵𝑻𝑺 】
••➤ 아시안 팝 페스티벌을 주관하는 APF 컴퍼니가 준비한 'APF Concerts PRESENTS' 시리즈를 시작합니다. APF Concerts PRESENTS는 아팝페를 통해 소개했던 음악가들과 많은 국내 음악 팬들이 만나고 싶어하는 새로운 아시아 음악가들을 만날 수 있는 시리즈 공연입니다. 아팝페에서 느꼈던 흥분을 새롭게 이어갈 수 있는 공연들을 꾸준히 준비할 예정이니 많은 관심 부탁드립니다.
────── ✷ ──────
#BETCOVER!! #아팝페 #아팝페콘서트프리젠트 #APFCONCERTSPRESENTS"
[SIRUP Live in Seoul],무신사개러지,2024-12-08,SIRUP,media/myarticleimage/image_1104/SIRUPLiveinSeoul_2024-12-08.jpg,"📢 SIRUP 내한공연
[SIRUP Live in Seoul]
장르를 넘나들며 Hip의 정수를 보여주는 일본 아티스트 SIRUP🎶
여러 아티스트와 콜라보레이션은 물론 한국 아티스트 SUMIN(수민)과의 콜라보레이션으로 한국에도 이름을 알린 SIRUP이 드디어 첫 내한으로 여러분을 찾아옵니다.
🌟SPECIAL GUEST🌟
SUMIN(수민)
• 공연 일시 : 2024.12.08(일) 오후 4시
• 공연 장소 : 무신사 개러지 / musinsa garage
• 티켓 가격 : VIP패키지 168,000원 / 스탠딩 88,000원
• 예매처 : 인터파크 티켓 단독[interpark ticket](@MUZ_PACE_ENT 프로필 링크)
✨추후 공지사항은 @MUZ_PACE_ENT에서 확인 하실 수 있습니다!
@SIRUP_INSTA @MUZ_PACE_ENT"
<Fiji Blue LIVE IN SEOUL 'The Glide Tour Asia'>,무신사개러지,2024-12-03,FIJI BLUE,media/myarticleimage/image_1104/FijiBlueLIVEINSEOULTheGlideTourAsia_2024-12-03.jpg,"[공연안내] 피지 블루 내한공연 (@FIJIBLUE)
<Fiji Blue LIVE IN SEOUL 'The Glide Tour Asia'>
▶티켓오픈 : 2024년 9월 30일 (월) 낮 12시
▶예매처 : 인터파크 티켓(lrl.kr/KLwy), 멜론티켓(lrl.kr/tYWm)
▶공연일시 : 2024년 12월 3일(화) 오후 8시
▶공연장소 : 무신사 개러지
▶티켓가격 : 스탠딩석 99,000원
<Fiji Blue LIVE IN SEOUL 'The Glide Tour Asia'>
▶On-sale : Sep 30 (MON), 2024 at 12pm
▶Ticket : INTERPARK TICKET(lrl.kr/hovl),
MELON TICKET(lrl.kr/pMNm)
▶Date : Dec 3 (Tue), 2024 at 8pm
▶Venue : MUSINSA GARAGE
▶Ticket Price : Standing 99,000"
야야 페스티벌 2024,미정,2024-11-30,"더티라콘, 갓오브유니버스, 시나몬잼, 코커핸즈, 미닝리스, 머티리얼즈파운드, 엘레강스타투스토어, 에이스커츠",media/myarticleimage/image_1104/yayapeseutibeol2024_2024-11-30.jpg,"야야 페스티벌이 돌아왔습니다!
점점 추워지는 날씨를 뜨거운 열기로 날려보아요!"
𝒌𝒂𝒏𝒆𝒌𝒐𝒂𝒚𝒂𝒏𝒐 𝑳𝒊𝒗𝒆 𝒊𝒏 𝑺𝒆𝒐𝒖𝒍,무신사개러지,2024-11-28,Kaneko Ayano,media/myarticleimage/image_1104/_2024-11-28.jpg,"✷ 𝑨𝑷𝑭 𝑪𝑶𝑵𝑪𝑬𝑹𝑻𝑺 𝑷𝑹𝑬𝑺𝑬𝑵𝑻𝑺 ✷
지난 6월, 아시안 팝 페스티벌에서 믿기지 않을 정도로 압도적인 라이브를 들려주며 모든 관객의 마음을 사로잡았던 카네코 아야노의 첫 번째 내한 단독 공연이 열립니다.
𝒌𝒂𝒏𝒆𝒌𝒐𝒂𝒚𝒂𝒏𝒐 𝑳𝒊𝒗𝒆 𝒊𝒏 𝑺𝒆𝒐𝒖𝒍
➺ 공연일시 : 2024년 11월 28일 (목) 오후8시
➺ 장소 : 홍대 무신사 개러지 (서울특별시 마포구 잔다리로 32 (서문빌딩) B1F)
🎫 𝗧𝗜𝗖𝗞𝗘𝗧
➺ 티켓 가격 : 예매 88,000원
➺ 티켓 오픈 일시 : 10월 17일 (목) 오후2시
➺ 예매처 : 인터파크 티켓
➺ 문의처 : asianpopfestivalkr@GMAIL.COM
⋯ kanekoayano ⋯
힘과 부드러움을 겸비한 유일무이한 매력을 지닌 목소리, 뛰어난 무대 장악력으로 큰 사랑을 받는 일본의 싱어송라이터 카네코 아야노는 때로는 밴드로, 때로는 홀로 통기타와 노래로 공연을 한다.
도쿄 단독공연으로 10,000석 규모의 부도칸을 몇 차례 매진시키고, 2023년 후지 록 페스티벌에서는 화이트 스테이지의 서브헤드라이너를 맡아 압도적인 퍼포먼스를 선보이며 꽉 찬 관객들의 열광적인 환호를 일으켰다.
올해 8월 도쿄 히비야 야외음악당에서 열린 단독 공연을 계기로 하야시 히로토시 (기타), takuyaiizuka (베이스), Hikari Sakashita (드럼)와 함께, 4인조 밴드 ‘kanekoayano’로서의 활동을 시작한 것으로 알려졌다.
───────────
【 𝑨𝑷𝑭 𝑪𝑶𝑵𝑪𝑬𝑹𝑻𝑺 𝑷𝑹𝑬𝑺𝑬𝑵𝑻𝑺 】
••➤ 아시안 팝 페스티벌을 주관하는 APF 컴퍼니가 준비한 'APF Concerts PRESENTS' 시리즈를 시작합니다. APF Concerts PRESENTS는 아팝페를 통해 소개했던 음악가들과 많은 국내 음악 팬들이 만나고 싶어하는 새로운 아시아 음악가들을 만날 수 있는 시리즈 공연입니다. 아팝페에서 느꼈던 흥분을 새롭게 이어갈 수 있는 공연들을 꾸준히 준비할 예정이니 많은 관심 부탁드립니다.
────── ✷ ──────
#KANEKOAYANO #아팝페 #아팝페콘서트프리젠트 #APFCONCERTSPRESENTS"
GAL'S PANIC!!,프리즘홀,2024-11-24,"피싱걸스, 워킹애프터유, 셰이디, ALLiCA",media/myarticleimage/image_1104/GALSPANIC_2024-11-24.jpg,"Galaxy's Panic!!
서기 2024년 록의 낭만이 죽어버린 도시, 서울.
화려한 네온사인으로 빛나고 있는 이면에 서울은 깊이 침묵하고 있었다.
'사일런스'로 칭해지는 무리들은 록음악을 세상에서 완전히 없애고자 했고 성공을 목전에 두고 있었다.
사람들은 더 이상 기타의 강렬한 리프나 드럼과 베이스의 박동을 듣지 못했다.
록음악을 갈망하던 지구인들은 점차 생기를 잃고 삶의 노예가 되어갔다.
암흑의 시기... 한줄기 빛이 있으리니...
록 음악이 멸망한 지구를 되살리기 위해 네 팀의 밴드들이 뭉쳤다.
워킹애프터유, 피싱걸스, 셰이디. 일본에서 온 아리카까지!!
지구상 록의 운명은 그들에 달렸다! 로크 ON!!
출연진: ALLiCA (from Tokyo), Walking After U, FISHINGIRLS, SHADY
일 시: 2024년 11월 24일 (일) 오후 6시
장 소: 프리즘홀 서울시 마포구 양화로 12길 6, 부광빌딩 지층
입장료: 예매 35,000원 현매 40,000원
예매처: 네이버 예매"
제 1회 악기 마이너 갤러리 페스티벌,Club Victim,2024-11-24,미정,media/myarticleimage/image_1104/je1hoeaggimaineogaelleolipeseutibeol_2024-11-24.jpg,"11월 24일 일요일 오후 6시
제 1회 악기 마이너 갤러리 페스티벌
아이포비
ipobyofficial
¡취급주의!
@BANDFRAGILE
머디클립
@MUDDYCLIP
브랫 보이즈
@BRATBOYZ_
Ticket 10,000"
[eill BLUE ROSE TOUR 2024 in SEOUL],무신사개러지,2024-11-23,eill,media/myarticleimage/image_1104/eillBLUEROSETOUR2024inSEOUL_2024-11-23.jpg,"📢 eill 내한공연
[eill BLUE ROSE TOUR 2024 in SEOUL]
'여름을 향한 터널, 이별의 출구'의 OST로 국내 팬들의 귀를 사로잡았던 일본 싱어송라이터 eill(@_EILL_)
2024 eill BLUE ROSE TOUR의 마지막을 한국에서 장식합니다.
• 공연 일시 : 2024.11.23(토)~24(일) 오후 7시
• 공연 장소 : 무신사 개러지 / musinsa garage
• 티켓 가격 : 전석 스탠딩 88,000원
• 예매처 : 인터파크 티켓 단독[interpark ticket](@MUZ_PACE_ENT 프로필 링크)
✨️추후 공지사항은 @MUZ_PACE_ENT에서 확인 하실 수 있습니다!
@_EILL_ @EILL_INFO @MUZ_PACE_ENT"
GIRLS INVENTED PUNK ROCK NOT ENGLAND,채널1969,2024-11-23,"럼킥스, 원투쓰리포-다!, 님버스, 향우회, ALLiCA",media/myarticleimage/image_1104/GIRLSINVENTEDPUNKROCKNOTENGLAND_2024-11-23.jpg,"소녀들이 펑크 록을 발명했다!!
[GIRLS INVENTED PUNK ROCK NOT ENGLAND]
'Sonic Youth'의 킴 고든이 입었던 티셔츠의 문구에서 영감을 받은 본 공연은,
펑크 록의 태생과 발전에 기여한 여성 아티스트들에서 출발한다.
패티 스미스와 비비안 웨스트우드를 시작으로, 조안 제트, 비브 알버틴, 수지수, 데비 해리 등 수많은 여성 뮤지션들이 펑크 록의 역사에 큰 발자취를 남겼다. 이들은 저항 정신과 자유, 평등이라는 명백한 명제를 바탕으로 음악과 스타일을 통해 사회에 강력한 메시지를 전달했다.
패티 스미스는 1975년 앨범 Horses로 펑크 록의 기초를 다졌으며, 시적인 가사와 강렬한 퍼포먼스는 많은 후배 아티스트들에게 영감을 주었다.
비비안 웨스트우드는 펑크 패션의 아이콘으로, 금기에 맞선 파격적인 디자인으로 초기 펑크 록의 시각적 정체성을 확립했다.
조안 제트는 The Runaways와 Joan Jett & the Blackhearts의 리더로서, <Bad Reputation>과 <I Love Rock 'n' Roll> 같은 히트곡을 통해 펑크 록과 하드 록의 경계를 허물었고, 비브 알버틴은 The Slits의 멤버로서, 펑크 록의 실험적이고 혁신적인 면모를 보여주었다. 수지수는 Siouxsie and the Banshees의 리더로서, 독특한 보컬 스타일과 무대 매너로 펑크와 고딕 록의 경계를 넓혔다.
데비 해리는 Blondie의 보컬리스트로서, 펑크 록과 뉴웨이브를 결합한 음악으로 대중화를 이끌었다.
이번 공연은 이러한 펑크의 역사와 정신을 계승하는 여성 록커들이 포함된 밴드들로 구성되었다. 이들의 아우성을 통해 펑크 록의 진정한 의미를 느껴보자.
출연진: ALLiCA (from Tokyo), RUMKICKS, the 1234-dah!, 향우회, NIMBUS
일 시: 2024년 11월 23일 (토) 오후7시
장 소: 채널1969
입장료: 예매 25,000원 현매 30,000원
ALLiCA 아리카
일본 인디계의 초신성!!
22년 결성 후, 열도를 누비며 연간 120회 이상의 라이브라는 전무후무한 기록을 세우고 있는 ALLiCA는 보컬 카이, 기타에 코타, 베이스에 카츠, 세션 드러머로 세이치로 구성된 밴드이다.
카이 한 번 들으면 잊을 수 없는 목소리와 밴드 전체의 공격적인 라이브 퍼포먼스가 화제를 모으고 있다. 일본의 인디씬의 견인차 역할을 톡톡히 하고 있다.
RUMKICKS 럼킥스
2018년 결성 , 홍대 중심으로 활동하는 3인조 펑크밴드. 빠르고 신나는 노래를 주로한다.
the 1234-dah! 더 원투쓰리포 다!
Maximum love!게러지 펑크밴드 the 1234-dah!
향우회 SOCIALCLUB HYANGWU
약자와 소수자에게 가해지는 폭력에 맞서, 삶을 향한 애정으로 소리지르며 노래한다. 날 선 사운드와 노골적일만큼 솔직한 가사로 당신은 혼자가 아니며 우리가 함께 분노할 것이라 외친다.
NIMBUS 님버스
직설과 은유의 메타포로 점철된 님버스는 그런지 록에 기반을 두고 있다. 입자가 날카로운 디스토션 사운드와 중독성 있는 훅, 고성과 읊조림의 변주는 감정의 소용돌이를 일으킨다."
