Title,Project,Date,Artist,Image,Content
크리스 제임스 (Chris James) 내한공연 Dopamine Overload Asia Tour 2024,무신사개러지,2024-08-24,크리스 제임스,media/myarticleimage/20240427001keuliseujeimseuChrisJamesnaehangongyeonDopamineOverloadAsiaTour2024.jpg,"크리스 제임스 (Chris James) 내한공연
Dopamine Overload Asia Tour 2024
⁠
▶ 일시: 2024년 8월 24일 (토) 오후 7시⁠
▶ 장소: 무신사 개러지
▶ 관람등급: 만 12세 관람가⁠
▶ 티켓 가격: VIP 패키지 155,000원 / 스탠딩 전석 88,000원
본 공연은 회차 당 1인 4매까지 구매 가능합니다.⁠⁠
▶ VIP 패키지: M&G 패키지 (한정수량)
스탠딩 티켓 1매
공연 전 M&G 및 1대1 사진 촬영
얼리엔트리 혜택 (우선 입장)
머천다이즈 판매 시 우선 구매
VIP 한정 라미네이트
VIP 패키지는 본 공연 시작에 앞서 진행되며 정확한 시간은 추후 공지 됩니다.
VIP 패키지 예매 시 선택하신 입장번호 순서대로 입장 예정입니다.⁠
아티스트 요청에 의해 VIP 패키지 시작 시간 및 운영 시간은 변동될 수 있습니다.⁠
⁠
▶ 아티스트 선예매: 2024년 4월 23일 (화) 낮 12시 ~⁠ 4월 23일 (화) 오후 2시 59분
▶ 일반 예매: 2024년 4월 25일 (목) 낮 12시 ~⁠
*아티스트 선예매는 아티스트 주관으로 진행되며, 관련 정보는 아티스트 공식 홈페이지, 소셜 미디어, 팬 커뮤니티 등을 확인해 주시기 바랍니다.⁠
▶ 예매처: 인터파크⁠ 티켓 (1544-1555)
▶ 주최/주관: ㈜라이브네이션코리아"
SCANDAL TOUR 2024 <LUMINOUS> IN SEOUL,무신사개러지,2024-06-15,미정,media/myarticleimage/20240427002SCANDALTOUR2024LUMINOUSINSEOUL.jpg,"SCANDAL TOUR 2024 <LUMINOUS> IN SEOUL
명실공히 일본을 대표하는 걸즈밴드 𝗦𝗖𝗔𝗡𝗗𝗔𝗟
‘같은 멤버로 최장기간 활동하는 록 밴드(여성)’로서 기네스 세계기록 등재.
스스로 빛을 발하는 단계로 넘어간 최고의 밴드.
SCANDAL TOUR 2024, 일본 전국 투어와 아시아 투어 마지막 공연으로 한국을 찾습니다!
최근 발매한 [LUMINOUS] 11th 정규앨범의 수록곡들로 꾸민 최고의 무대를 한국 팬들에게 선물할 예정.
✦ 공연 개요
일정 : 2024.06.15(SAT) 6PM
장소 : MUSINSA GARAGE
좌석 : 스탠딩
가격 : 일반석 88,000원 / VIP석 120,000원
VIP 특전 1 스탠딩 구역 우선입장
VIP 특전 2 멤버 4인 + 관람객 5인 그룹 포토
VIP 특전 3 사인 포스터 증정
✦ 티켓 오픈
2024.04.25(THU) 6PM / 인터파크 티켓"
「LOUD BRIDGE Vol.6」,Bender,2024-06-01,"더사운드, 라이엇키즈, 아디오스오디오, 검엑스, DRADNATS",media/myarticleimage/20240427003LOUDBRIDGEVol6.jpg,"GUMX PRESENTS
⠀
한국 POP PUNK의 시작!!
「GUMX」 주최 교류 이벤트
「LOUD BRIDGE Vol.6」 일정 및 출연 밴드 공개‼️
2024년6월1일(SAT)6PM 홍대 ‘BENDER’
⠀
6번째 ‘LOUD BRIDGE’ 교류의 주인공!!
2005년 결성! 일본 3인조 멜로딕 펑크 밴드
「DRADNATS」 한국 첫 내한!!
한국 POP PUNK의 보석! 「RIOT KIDZ」
서정적인 감성과 열정적인 감성의 완벽한 조화
[ADIOS AUDIO]
대한민국 ROCK씬의 차세대 리더 [THE SOUND]
라브페의 여운을 LOUD BRIDGE Vol.6 에서!!
⠀
Acts:
GUMX
DRADNATS
ADIOS AUDIO
RIOT KIDZ
THE SOUND
티켓 오픈 4월25일(목)정오
INTERPARK TICKET에서!!
일시:2024.6.1(SAT)18:00
(•티켓 교환 및 현매 17:00 •입장17:30)
장소:홍대 bender @BENDER_HONGDAE
🎫예매:INTERPARK TICKET (4.25 정오 오픈)
Adv: 55,000원, At door: 66,000원
많은 성원 부탁드립니다!
⠀
GUMX PRESENTS
日韓交流イベント「LOUD BRIDGE Vol.6」
⠀
Acts:
GUMX
DRADNATS
ADIOS AUDIO
RIOT KIDZ
THE SOUND
⠀
▫️ 2024.6.1(SAT)6PM
🔹チケット交換17:00~/会場OPEN 17:30
🔹韓国ソウルBENDER
🔹TICKET: INTERPARK (4.25(木)12:00発売開始)
🎫こちらのページをご利用頂ければ、日本国内からでもチケット予約が可能です。
http://ticket.interpark.com/Global
🔹ADV ₩55,000-/ DOOR ₩66,000-
@GUMX_OFFICIAL
@LOUDBRIDGEOFFICIAL
宜しくお願いします！
⠀
#LOUDBRIDGE #GUMX #DRADNATS #ADIOSAUDIO #RIOTKIDZ #THESOUND #검엑스 #라우드브릿지 #BENDER #CAFFEINEBOMB #OLDRECORDS #LOVECHIPS #韓国ライブ　#HONGDAEBENDER #벤더"
KIMCHIKURA VOL.11,무신사개러지,2024-06-01,미정,media/myarticleimage/20240427004KIMCHIKURAVOL11.jpg,"좋아하는 애니메이션 노래를 색다른 방법으로 즐겨보자! 애니송 DJ 이벤트 김치쿠라!
김치쿠라의 약 1년만의 단독행사! KIMCHIKURA VOL.11 KIMCHIKURA × AniRAVE × OMOTENASHI BEATS 개최 결정!!
이번 KIMCHIKURA VOL.11은 일본의 애니송 클럽 이벤트 'AniRAVE'와 avex의 新 프로젝트 'OMOTENASHI BEATS'와 함께합니다!
일시 : 24.06.01(토)
장소 : #무신사개러지
티켓 : 인터파크티켓"
제시+알버트(Jesse Barrera + Albert Posis) 내한공연,무신사개러지,2024-05-27,"제시 바레라, 알버트 포시스",media/myarticleimage/20240427005jesialbeoteuJesseBarreraAlbertPosisnaehangongyeon.jpg,"제시+알버트(Jesse Barrera + Albert Posis) 내한공연
Jesse Barrera + Albert Posis : THE “HOLD ON TIGHT” TOUR – ASIA 2024
⁠
⁠
▶ 일시: 2024년 5월 27일 (월) 오후 8시⁠
▶ 장소: 무신사 개러지
▶ 관람등급: 만 12세 관람가⁠
▶ 티켓 가격: 스탠딩 전석 88,000원
본 공연은 회차 당 1인 4매까지 구매 가능합니다.⁠⁠
⁠
▶ 일반 예매: 2024년 3월 14일 (목) 낮 12시 ~⁠
▶ 예매처: 인터파크⁠ 티켓 (1544-1555)
▶ 주최/주관: ㈜라이브네이션코리아⁠
⁠
⁠
📌ENGLISH⁠
⁠
Jesse Barrera + Albert Posis : THE “HOLD ON TIGHT” TOUR – ASIA 2024
⁠
▶ Date: MAY 27, 2024 (MON) 8:00 PM⁠
▶ Location: musinsa garage
▶ Age Limit: Ages 12 and above⁠
▶ Ticket Price: Standing ₩88,000⁠
Limited to 4 tickets per ID⁠ per show⁠
⁠
▶ General Release: MAR 14, 2024 (THU) 12PM ~⁠
▶ Ticketing: ⁠Interpark⁠ ticket (1544-1555)
▶ Promoter: Live Nation Korea"
SPYAIR ASIA TOUR 2024 - ORANGE - in SEOUL,무신사개러지,2024-05-25,SPYAIR,media/myarticleimage/20240427006SPYAIRASIATOUR2024ORANGEinSEOUL.jpg,"[공연 안내]
SPYAIR ASIA TOUR 2024 - ORANGE - in SEOUL
일시 : 2024. 5. 25(토) ~ 26(일) 입장17:20 시작18:00
장소 : musinsa garage
티켓 : 전석 스탠딩 90,000원
예매 : 인터파크티켓(1544-1555)
[예매 안내]
(선예매) 1인 2매 예매 제한
1회차 5/25 공연 : 24. 2. 15. 오후 18시 오픈 (16일 15시 종료)
2회차 5/26 공연 : 24. 2. 15. 오후 19시 오픈 (16일 15시 종료)
(일반오픈) 1인 2매 예매 제한
1회차 5/25 공연 : 24. 2. 16. 오후 18시 오픈
2회차 5/26 공연 : 24. 2. 16. 오후 19시 오픈
[예매객 추첨 이벤트]
Back Stage MEET & GREET (토일 각각 10명씩)
・ 티켓 예매 고객 중에서 무작위 추첨으로 토/일 공연 각 10명씩 선발 추첨
・ 공연 종료 후, 멤버와 기념 단체사진 촬영 (관객 휴대폰으로 촬영)
・ 당첨 리스트는 공연 당일, Ticket Box 내부 안내문 부착 예정
선예매: 2월 15일 (목) 1회차 오후 6시 / 2회차 오후 7시
일반: 2월 16일 (금) 1회차 오후 6시 / 2회차 오후 7시
예매자 추첨: 백스테이지 MEET & GREET 토/일 각 10명
티켓 예매: 인터파크
#SPYAIR #스파이에어 #내한공연"
HEAVY GATHERING 2024,웨스트브릿지,2024-05-25,"해머링, 데이로터스, 팬텀루나틱스, UnveilRaze / 언베일레이지",media/myarticleimage/20240427007HEAVYGATHERING2024.jpg,"**HEAVY GATHERING 2024 **
(한,일 밴드 페스티벌)
언베일 레이즈(Japan) 데이로터스, 해머링, 팬텀루나틱스
일시: 2024년 5월 25일 토요일 오후 6시
장소: 홍대 웨스트 브릿지 라이브 홀
예매: 인터파크 티켓 / 계좌예매
예매: 40,000원 현매: 50,000
청소년: 50% 할인 (학생 증 지참)
계좌 예매:110-553-679008 신한 (염명섭) (입금 후 문자 010-8887-7756)
출연 아티스트:
**UnveilRaze-언베일 레이지**
일본의 뉴웨이브 메탈 코어 밴드
SUMMER SONIC 2015, TREASURE05X(2015-3 Man Show with coldrain followed by the legendary rock festival
OZZFEST JAPAN '15에 오르며 일본 전역에 이름을 알렸다.
현재 언베일 레이지 리더 Tsuyoshi Ikedo는 본인의 밴드외의 lynch의 보컬 HAZUKI의 솔로 밴드의 기타, 해머링의 기타,Ryujin (ex Gyze)의 유럽투어(30개국)에 합류하면서 국제적인 활동을 이어가고 있다.
2018년 내한 공연 이후 6년 만에 내한공연을 선보인다.
https://www.youtube.com/@UNVEILRAZE
**Hammering- 해머링**
망치로 내려치는 강력한 Riff & Groove 한국 그루브 메탈의 대명사 밴드 ""해머링’
*폭발적인 퍼포먼스로 관중을 압도시키는 보컬 유비
*현 잭슨 엔도서, 해머링의 리더 기타 염명섭
*메탈 베이스의 정석 플레이 베이스 유진아
*탄탄한 리듬과 흔들림 없는 멘탈 소유자 드럼 김용훈
*올 해 새롭게 합류한 영 블러드 ""Hunter Lee""
*일본 ‘Unveil Raze’ 출신의 투어멤버 기타 Tsuyoshi Ikedo
인디 씬에서 시작하여 대형 록 페스티벌, 해외 투어 등 해외 아티스트들과 협업을 통한 침체된 밴드 문화의 블루칩이다.
Home Page : https://nomercycompany.com/Hammering
**Daylotus - 데이로터스 **
한국 비주얼록의 계승을 목표로 하는 밴드.
대한민국의 비주얼계 / 메탈코어 밴드. 보컬리스트이자 프로듀서인 ankimo를 주축으로 보컬리스트 TOA, 기타리스트 Tari, 베이시스트 Tora, 드러머 YooN으로 구성되어 있다.
라이브 데뷔 이래 활동 1년만에 24곡을 발매하며 활발하게 활동했다. 국내 라이브는 물론, 2023년 2월에는 일본 사이타마에 위치한 라이브 하우스 나르시스에서 그들을 정식으로 초청하여 이틀 간의 라이브에서 메인 라인업으로 출연하였다.
2024년 3월 16일에는 총 12곡이 수록된 첫번째 풀렝스 앨범 'NEW KING'을 발매하였으며 비주얼계 / 메탈코어 장르로는 이례적으로 국내 대형 유통사인 CJ E&M(Stone Music Entertainment)을 통해 유통되었다.
https://twitter.com/daylotus_band/
https://www.instagram.com/official_daylotus/
**Phantom Lunatics-팬텀 루나틱스**
2023년 9월에 결성된 Alternative Rock / Modern Metal 밴드 Phantom Lunatics! 밴드명에는 ""보이지 않는 광기""의 의미를 가지고 있으며, 타인에게서 느껴졌던 이중성, 가식, 위선의 감정을 주제로 표현하고 노래하는 밴드이다.
현재 THE JAXX에서 활동중인 밴드
의 드러머 유강희가 밴드 버스터즈에서 활동했던 보컬 '노대건' 두억시니의 기타리스트 'Jaegu' 그리고 러스트러블의 기타리스트와 베이시스트인 'Jeff'와 'Sangter'을 영입하면서 밴드가 결성되었다.
SNS : https://www.instagram.com/phantomlunatics_official/"
오방가르드 6주년 공연 시리즈 Net & Music : 잭킹콩 부산 단독 공연,오방가르드,2024-05-12,잭킹콩,media/myarticleimage/20240427008obanggaleudeu6junyeongongyeonsilijeuNetMusicjaegkingkongbusandandoggongyeon.jpg,"오방가르드 6주년 공연 시리즈
Ovantgarde the 6th Anniversary Series
[Net & Music : 잭킹콩 부산 단독 공연]
새로운 정규 2집 앨범 [Apophenia]을 발매하며
꾸준한 활동을 이어오고 있는 밴드 잭킹콩이
오방가르드 6주년을 기념하기 위해 부산을 찾아옵니다.
지역과 경계를 넘어 음악으로 하나가 될
잭킹콩의 공연으로 여러분을 초대합니다.
5월 12일 부산 오방가르드에서 만나요!
∙ 공연 일시 : 2024.05.12 (일) 오후 5시
∙ 공연 장소 : 부산 오방가르드
∙ 티켓 오픈 : 2024.04.23 (화) 오후 8시
∙ 문의 : @UDONG.INDIE
@OVANTGARDE X @UDONG.INDIE"
오방가르드 6주년 공연 시리즈 NET & MUSIC : 세이수미 X 엉클밥,오방가르드,2024-05-11,"세이수미, 엉클밥",media/myarticleimage/20240427009obanggaleudeu6junyeongongyeonsilijeuNETMUSICseisumiXeongkeulbab.jpg,"오방가르드 6주년 공연 시리즈
Ovantgarde the 6th Anniversary Series
Net & Music : 세이수미 X 엉클밥
창원 엉클밥 삼촌들이 부산 비치타운에 옵니다!
오방가르드 6주년을 함께 축하해요 오방만세 !!
일시 DATE : 2024. 05. 11 토Sat
입장Door Open 7pm
장소 VENUE : Ovantgarde
(부산 남구 용소로 7번길 15-1, B1)
Say Sue Me X Uncle Bob
@SAYSUEME
@UNCLEBOB_BAND
Poster by @GARAM_WORLD"
2024 AMG ROCK FESTIVAL 🎸,무신사개러지,2024-05-11,"바닐레어, 갤럭시 익스프레스, 노브레인, 효도앤베이스, Oait, 이박사",media/myarticleimage/202404270102024AMGROCKFESTIVAL.jpg,"2024 AMG ROCK FESTIVAL 🎸
AMG 락페스티벌 소개
Introduction of the AMG Rock Festival
<hr>
""길거리에 락 음악이 들리지 않는 건, 락스타가 없기 때문이다.""
악기 하나 다룰 줄 모르는 안명균은
새로운 락스타의 탄생을 기대하며 락페스티벌을 열게 된다.
2024년 5월 11일, 무신사 개러지
로큰롤의 중심지, 홍대 앞에서 락스타가 탄생한다.
🤘 ROCK'n ROLL 🤘
""The reason I can't hear rock music on the street, it's because there's no rock star.""
Ahn Myeong gyun, who doesn't know how to play an instrument
A rock festival will be held in anticipation of the birth of a new rock star.
May 11, 2024, Musinsa Garage
Rock stars are born on the street in front of Hongdae, the center of rock and roll.
2024 AMG ROCK FESTIVAL COMING SOON
<hr>
🎵💛⠀⠀
무신사 개러지
MUSINSA GARAGE
안명균 락페스티벌 MAY 11TH 2024
[ 6PM-10PM MAY 2024 | SAT ]
📌 @AHNTHINKWORLD
예매처 : 인터파크 티켓 (1544-1555) #AMG
주최 : 안띵굳
주관 : 에이사뮤직
<hr>
Amplified melodies, the lifeblood of the festival,
Music, raw and powerful, AMG sets the stage,
Guitars wailing, drums pounding, welcome to the rock age!
#안명균 #락페스티벌 #ROCK"
